Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry
Associate/Senior Associate -(NonTechnical), Not Disclosed by Recruiter,0 - 3 Years,Training|Grievance Handling|Management Services|Healthcare Management|Action Plan|Performance Improvement|Night Shift|People Management|Employee Retention,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations",BPO / Call Centre / ITES
Quality Assurance/Quality Control Manager, Not Disclosed by Recruiter ,8 - 13 yrs, HR| Recruitment| Auditing| Business excellence| Black Belt| Operational excellence| Process management| Green belt| Automation| Information technology,Quality,"ITES , BPO , KPO , LPO , Customer Service , Operations","Accounting, Finance"
Regional Manager, Not Disclosed by Recruiter ,2 - 5 yrs, Head Operations| Service| Penetration| Sales strategy| Industrial sales| Market segmentation| Regional Head| Payment collection| Market| Sales Executive,Retail Sales,"Sales , Retail , Business Development","Consumer Electronics, Appliances, Durables"
Software Developer, Not Disclosed by Recruiter ,1 - 3 yrs, mca| billing| php| net asp net| vb.net| asp net| navigation| application| net technologies| asp.net| vb net| .net| developer| email,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,2 - 7 yrs, Presales| Instrumentation| Technical support| Tools| Middleware| Linux| Computer science| RTOS| Embedded Linux| embedded software development,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services"
Design Engineer, Not Disclosed by Recruiter ,10 - 15 yrs, Piping Designers,Engineering Design,"Engineering Design , R&D","Oil and Gas, Energy, Power, Infrastructure"
Head/VP/GM-Recruitment, Not Disclosed by Recruiter ,7 - 10 yrs, Selection process| Talent acquisition| Consulting| Conceptualization,Senior Management,"HR , Recruitment , Administration , IR","IT-Software, Software Services"
Accounts Executive/Accountant,"50,000 - 60,000 PA.",2 - 6 yrs, Taxation| Accounting| accounts executive| accounts assistant| Direct Tax| direct taxation,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance"
Trainee, Not Disclosed by Recruiter ,0 - 2 yrs, Marketing| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","NGO, Social Services, Regulators, Industry Associations"
Software Developer, Not Disclosed by Recruiter ,9 - 14 yrs, Java| Open Source| Scala| Big Data| Spark| Performance Tuning| Python,Programming & Design,"IT Software - DBA , Datawarehousing","IT-Software, Software Services"
Associate/Senior Associate -(Technical), Not Disclosed by Recruiter ,0 - 5 yrs, Customer Support| Blended Process| International Voice| Communication Skills| voice based process| Voice Process| technical support| Customer Service| customer care| Telecom,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS"
Software Developer, Not Disclosed by Recruiter ,2 - 4 yrs, C#| Java| Software Development| ASP.Net| .Net| SQL Server,Programming & Design,"IT Software - Application Programming , Maintenance","Courier, Transportation, Freight , Warehousing"
Sales/Business Development Manager, Not Disclosed by Recruiter ,5 - 10 yrs, Relationship management| Forex| Service level| Penetration| Sales| Investment advisory| Financial planning| Relationship| Customer engagement| Auditing,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking"
Sales Executive/Officer, Not Disclosed by Recruiter ,1 - 4 yrs, communication skills| international voice process,Retail Sales,"Sales , Retail , Business Development","BPO, Call Centre, ITeS"
Sales/Business Development Manager,"15,00,000 - 20,00,000 PA.",7 - 12 yrs, marketing| cables| Power cables| business development| bdm| sales,Corporate Sales,"Sales , Retail , Business Development","Electricals, Switchgears"
System Analyst,"INR 6,00,000 - 13,00,000 PA. Salary is not a constraint for deserving and promising candidates with strong knowledge in the required skills or even interest and eager to learn them.",3 - 8 Years,Powershell,Programming & Design,"IT Software - Application Programming , Maintenance",IT-Software / Software Services
Telesales/Telemarketing Executive/Officer, Not Disclosed by Recruiter ,1 - 3 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Sales Support,"Sales , Retail , Business Development","IT-Software, Software Services"
Executive/ Sr Executive - Administration, Not Disclosed by Recruiter ,3 - 6 yrs, Administration| Secretarial activities| Computer literate| Travel management| Scheduling| Forex| MS Office Powerpoint| Copyright| Agile| Administrative assistance,Administration/Facility Management,"HR , Recruitment , Administration , IR","Oil and Gas, Energy, Power, Infrastructure"
Software Developer, Not Disclosed by Recruiter ,5 - 8 yrs, Development Engineer| Maven| Java| GIT| SOA| Docker| Teamcity| Web Technologies| MySQL| Agile| Spring,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Team Lead/Technical Lead, Not Disclosed by Recruiter ,7 - 10 yrs, Python| Machine learning| Forecasting| Text mining| Neural networks| Natural language processing| text analytics| Logistic regression| advanced analytics| deep learning,Programming & Design,IT Software - Other,"IT-Software, Software Services"
Functional Outside Consultant, Not Disclosed by Recruiter ,3 - 8 yrs, EHS| DBA| Engineer| SAP PLM| OOPS| Computer Science| SQL,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","Recruitment, Staffing"
Telecalling/Telemarketing Executive,"1,25,000 - 2,00,000 PA.",0 - 1 yrs, Communication Skills| voice process| inbound| english| hindi| outbound process,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,2 - 7 yrs, SAS| MIS| Financial services| Automation| Analytical| Cognos| Business strategy| Information management| Information technology| Data extraction,Programming & Design,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking"
Travel Agent, Incentive Best In The Industry ,8 - 13 yrs, travel sales consultant| amadeus| travel sales,Ticketing/Travel/Documentation,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways"
Hiring for Logistics company, Not Disclosed by Recruiter,0 - 5 Years,Field Sales|Business Development|Vendor Development|customer service|lead generation,Hiring for Logistics company,Other,Other
Associate/Senior Associate -(NonTechnical), Not Disclosed by Recruiter ,1 - 5 yrs, Analytics| Macros| Business process| Service operations| Analytical| Automation| Supply chain operations| Analytical skills| Supply chain solutions,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,3 - 5 yrs, jQuery| C| Web technologies| Web services| C#.Net| Cloud| Javascript| ASP.Net| HTML| SQL,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Construction-Residential,Openings: 2,5 - 10 Years,Quality Control|quality assurance|qa / qc,Site Engineering,"Site Engineering , Project Management",Real Estate / Property
Software Developer,"6,00,000 - 8,00,000 PA.",3 - 5 yrs, Java| Hibernate| JBoss| MySQL| Spring Boot| JPA| Spring,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Functional Outside Consultant,"1,00,000 - 6,00,000 PA.",5 - 10 yrs, Interfaces| idocs| sap mm| problem solving,System Design/Implementation/ERP/CRM,IT Software - Other,"IT-Software, Software Services"
Graphic Designer, Not Disclosed by Recruiter ,2 - 5 yrs, Entertainment| Media| Advertising| Media Advertising,Creative,"Design , Creative , User Experience","Recruitment, Staffing"
Associate/Senior Associate -(NonTechnical), Not Disclosed by Recruiter ,2 - 5 yrs, Administration| Operations| CRM| Leadership training| Agile| Client support| MS Office| client onboarding,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking"
Assistant Professor, Not Disclosed by Recruiter ,4 - 6 yrs, Teaching| Educator| Counselor| Mentor| Trainer| Advisor,University Level,"Teaching , Education , Training , Counselling","Education, Teaching, Training"
Software Developer, Not Disclosed by Recruiter ,2 - 7 yrs, Mantis| HTTP| System programming| Embedded Linux| board support package| Media marketing| Union| Usage| Marketing campaigns| Revenue generation,Programming & Design,"IT Software - Network Administration , Security","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,1 - 6 yrs, Workflow| Monitoring| Business operations| Office administration| Management,Programming & Design,IT Software - Other,Other
Purchase Executive, Not Disclosed by Recruiter ,1 - 5 yrs, Housekeeping| Supervisor| General administration| Personnel administration| General Administrator| Archiving| debit| Cost,Purchase/Material Management,Purchase / Logistics / Supply Chain,"Automobile, Auto Anciliary, Auto Components"
Software Developer,"3,00,000 - 7,00,000 PA.",1 - 3 yrs, Netsuite| Techno Functional| Computer Science,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Soft Skills Trainer, Not Disclosed by Recruiter ,3 - 7 yrs, Computer skills| Soft| Beauty| BASIC,Training,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services"
Recruitment Executive,"2,00,000 - 2,75,000 PA.",1 - 3 yrs, it hiring| IT Recruitment| it staffing,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services"
Associate/Senior Associate -(NonTechnical), Not Disclosed by Recruiter ,0 - 2 yrs, Customer service| Customer Service Associate| Research Associate| Research,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing"
Software Developer, Not Disclosed by Recruiter ,1 - 3 yrs, Networking| Digital marketing| GIT| analytics| oop| automation| usability| web| MySQL| design| json| multithreading| rest| sqlite| level| testing| mobile| it| Android| marketing automation| Computer science| Web analytics| XML| Machine learning| developer| sdk,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
HR Executive,"3,00,000 - 3,50,000 PA.",1 - 3 yrs, recruitment| hr| conducting interviews| sourcing| it recruitment| it recruiter| Technical Recruitment,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing"
Business Analyst, Not Disclosed by Recruiter ,8 - 12 yrs, functional testing| end user| Software Development| scrum| business analysis| agile| user acceptance| SQL,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,4 - 8 yrs, development| automation| xml| jsp| html| networking| jdbc| hibernate| ajax| javascript,Programming & Design,"IT Software - Application Programming , Maintenance","Recruitment, Staffing"
Software Developer, Not Disclosed by Recruiter ,3 - 5 yrs, C| Python| assembly language| software| HTML| ajax| jquery| scripting| database| web| xml| linux| design| .NET| mysql| Oracle| website| javascript| SQL| xhtml| Six Sigma| PMP| drupal| php| support| applications,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Associate/Senior Associate -(NonTechnical), Not Disclosed by Recruiter ,0 - 3 yrs, data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| caller| tech support| technical support| BPO| inbound| outbound| calling| voice| non voice| customer service| cce| uk| us| voice process,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services"
Content Developer, Not Disclosed by Recruiter ,2 - 5 yrs, Content writing| Wordpress CMS| Station| Training,Content Development,"Journalism , Editing , Content","Travel , Hotels , Restaurants , Airlines , Railways"
Audit Manager,"10,00,000 - 14,00,000 PA.",4 - 6 yrs, risk assessments| risk management| system developments| audit| Operational Risk| Internal Auditing| accounting,Finance/Audit,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance"
Customer Support Engineer/Technician, Not Disclosed by Recruiter ,1 - 6 yrs, Linux| Project management| Analytical| Windows| Asset management| Troubleshooting| microsoft| Facility management| Preventive maintenance| Customer interaction,Technical Support,"IT Hardware , Technical Support , Telecom Engineering","IT-Software, Software Services"
